org_id,stage_id,stage_recording_file_id,recording_name,srt_url,created_at
243,6183,7427,The Productive Power of Friendships at Work,https://s3.us-west-1.amazonaws.com/adair--prod/lw19d40pz626klbfjwz0vx8xdka4?response-content-disposition=attachment%3B%20filename%3D%22The%20Productive%20Power%20of%20Friendships%20at%20Work.srt%22%3B%20filename%2A%3DUTF-8%27%27The%2520Productive%2520Power%2520of%2520Friendships%2520at%2520Work.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=9f25e39ed25abb3fed42e51b074d370af73e59b8b2476b33e330090f3b13ef6c,2022-10-19 17:01:39 UTC
243,7448,7961,Customer Marketing: Juggernaut Revenue Driver,https://s3.us-west-1.amazonaws.com/adair--prod/65ev6cks5frhlv075j8k08uh8its?response-content-disposition=attachment%3B%20filename%3D%22Customer%20Marketing-%20Juggernaut%20Revenue%20Driver.srt%22%3B%20filename%2A%3DUTF-8%27%27Customer%2520Marketing-%2520Juggernaut%2520Revenue%2520Driver.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=d660395bf6c964a00814c7db841897b79c39fda5cd21b3df8af68dc39ce22227,2022-12-08 20:07:44 UTC
243,7470,8032,The Power Synergies of Brand-Building + Team-Building,https://s3.us-west-1.amazonaws.com/adair--prod/vnyni48f927190cbk25wm6r0307w?response-content-disposition=attachment%3B%20filename%3D%22The%20Power%20Synergies%20of%20Brand-Building%20%2B%20Team-Building.srt%22%3B%20filename%2A%3DUTF-8%27%27The%2520Power%2520Synergies%2520of%2520Brand-Building%2520%2B%2520Team-Building.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=c2e429d14d89e484d7f89c201da23aba3d7bbfa5956cf305235a526d764191da,2022-12-15 20:02:10 UTC
243,7455,8007,Revenue Retention: The Key To A Successful '23,https://s3.us-west-1.amazonaws.com/adair--prod/vo6prbffowk7ncrrigdhi9lcf635?response-content-disposition=attachment%3B%20filename%3D%22Revenue%20Retention-%20The%20Key%20To%20A%20Successful%20%252723.srt%22%3B%20filename%2A%3DUTF-8%27%27Revenue%2520Retention-%2520The%2520Key%2520To%2520A%2520Successful%2520%252723.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=f08c3a471ff4b47681599817029c3e3e8115554a85305d3f55c588e8d19d7c43,2022-12-14 20:03:27 UTC
243,7369,8135,Webinars At Every Step Of The Buying Cycle,https://s3.us-west-1.amazonaws.com/adair--prod/6me6ju7k7q5j9xxtlo8t2qacub7v?response-content-disposition=attachment%3B%20filename%3D%22Webinars%20At%20Every%20Step%20Of%20The%20Buying%20Cycle.srt%22%3B%20filename%2A%3DUTF-8%27%27Webinars%2520At%2520Every%2520Step%2520Of%2520The%2520Buying%2520Cycle.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=bf4c5df1d1b0740eb6368d3500908d644eb64b05eee5b8cf495bcb27ca5cb30d,2023-01-18 19:57:51 UTC
243,6552,7774,Transform Your Pipeline with H2H Marketing Experiences,https://s3.us-west-1.amazonaws.com/adair--prod/r2pxdcbnsop0ok6229k0vuh7tcox?response-content-disposition=attachment%3B%20filename%3D%22Transform%20Your%20Pipeline%20with%20H2H%20Marketing%20Experiences.srt%22%3B%20filename%2A%3DUTF-8%27%27Transform%2520Your%2520Pipeline%2520with%2520H2H%2520Marketing%2520Experiences.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=628cdc9b30fa4395123ee027b2c348002b3a76cfea5aae981bb752e9f58dd522,2022-11-16 19:57:22 UTC
243,7457,8087,Attention-Grabbing B2B Marketing in a Noisy Market,https://s3.us-west-1.amazonaws.com/adair--prod/doab32kbcswtzj8nd1r5d1c86xww?response-content-disposition=attachment%3B%20filename%3D%22Attention-Grabbing%20B2B%20Marketing%20in%20a%20Noisy%20Market.srt%22%3B%20filename%2A%3DUTF-8%27%27Attention-Grabbing%2520B2B%2520Marketing%2520in%2520a%2520Noisy%2520Market.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=cef37c34730d0e79805220fc97678c1c9c43c1187ba10e7d4c3de582585d17fe,2022-12-21 20:03:12 UTC
243,6930,7926,Recession-Proof Marketing: Innovating How Marketers Work While Building Trust With Buyers,https://s3.us-west-1.amazonaws.com/adair--prod/qwaganctkjfldj32pq63pkcfj5jq?response-content-disposition=attachment%3B%20filename%3D%22Recession-Proof%20Marketing-%20Innovating%20How%20Marketers%20Work%20While%20Building%20Trust%20With%20Buyers.srt%22%3B%20filename%2A%3DUTF-8%27%27Recession-Proof%2520Marketing-%2520Innovating%2520How%2520Marketers%2520Work%2520While%2520Building%2520Trust%2520With%2520Buyers.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=677ce66534c9b59d129acbf03b50107a91f9e74831bcd2f29d65d8e4f5d7ba95,2022-12-07 20:06:05 UTC
243,7770,8184,How To Build ABM & SEO That Maximize Spend & Close Deals,https://s3.us-west-1.amazonaws.com/adair--prod/5hbvq6elhdvzoutyuz1mn93bweom?response-content-disposition=attachment%3B%20filename%3D%22How%20To%20Build%20ABM%20%2526%20SEO%20That%20Maximize%20Spend%20%2526%20Close%20Deals.srt%22%3B%20filename%2A%3DUTF-8%27%27How%2520To%2520Build%2520ABM%2520%26%2520SEO%2520That%2520Maximize%2520Spend%2520%26%2520Close%2520Deals.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T194212Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=dad057d1bb06781fdc6211f38ffbfce09ac2826070ce47bac2938b02df03554d,2023-01-25 20:02:16 UTC
243,7888,8230,The Yin & Yang of Demand Gen and Marketing Ops,https://s3.us-west-1.amazonaws.com/adair--prod/ed8yotpqirsoqh9p2uyjljqjg3ke?response-content-disposition=attachment%3B%20filename%3D%22The%20Yin%20%2526%20Yang%20of%20Demand%20Gen%20and%20Marketing%20Ops.srt%22%3B%20filename%2A%3DUTF-8%27%27The%2520Yin%2520%26%2520Yang%2520of%2520Demand%2520Gen%2520and%2520Marketing%2520Ops.srt&response-content-type=text%2Fplain&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAZ7CKGPKRXIG5X4NN%2F20230207%2Fus-west-1%2Fs3%2Faws4_request&X-Amz-Date=20230207T185307Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=c48e8355dc47d2be8ecc5e4c2d12ee7d4b870b43ae2e2171ace784a6e4e4ed76,2023-01-31 20:42:02 UTC
